Address,Latitude,Longitude,MapAddress,Name,"Registration Status(Reg No,& Date & Relevant Law"
PIMS Islamabad ,33.7050591,73.05042759999999,"Ibn-e-Sina Rd, G 8/3 G-8, Islamabad, Islamabad Capital Territory, Pakistan",PIMS Nursing Association. ,VSWA/ICT/228Date 5.6.1994 VSWA Ordinance 1961 
"Office #2-A, Potohar Plaza, Blue Area Islamabad. ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Potohar Area Water PartnershipPotohar Area Water Partnership ,VSWA/ICT/459Date 17.12.2004 VSWA Ordinance 1961 
"C/O Shifa Hospital H-8/4, Islamabad ",33.6790023,73.0680138,"Pitras Bukhari Road, Sector H-8/4، H 8/4 H-8, Islamabad, Islamabad Capital Territory, Pakistan",Potohar Mental Health Association ,VSWA/ICT/328Date 19.2.2000 VSWA Ordinance 1961 
"Mezzanine Floor, 70-W, Al Malik Complex, Blue Area, Islamabad. ",33.7121019,73.0615574,"11D Jinnah Ave, Block H G 7/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Potohar Organization for Development Assistance(PODA) ,VSWA/ICT/435Date 19.2.2004 VSWA Ordinance 1961 
"H# 2, Ghousia Plaza, New Shakrial , Islamabad ",33.7036287,72.97971179999999,"22 Street 51, MPCHS E-11/3 MPCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Prestige Welfare Society ,"VSWA/ICT/489Date 14.05.1988, VSWA Ordinance 1961 "
6 Pirwadhai More 121 stand I-11/4 Islamabad ,33.6286907,73.04223069999999,"Pirwadhai Rd, Rawalpindi, Punjab, Pakistan",Public Transport Welfare Committee ,VSWA/ICT/351Date 26.7.2001 VSWA Ordinance 1961 
"St.#20. Hansa Colony, G-8/1, Islamabad ",33.6927548,73.052261,"Street 20, G-8/1 G 8/1 G-8, Islamabad, Islamabad Capital Territory, Pakistan",Qadam Development Organization ,"VSWA/ICT/483Date 14.05.1988, VSWA Ordinance 1961 "
Khanna Dak Islamabad. ,33.7204997,73.0405277,"Islamabad Capital Territory, Pakistan",Qamoos Welfare Center ,VSWA/ICT/339Date 28.2.2001 VSWA Ordinance 1961 
"Office No.3, Fraz Plaza G-9 Markaz Islamabad. ",33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",Raah Legal Aid Center. ,VSWA/ICT/368Date 21.2.2002 VSWA Ordinance 1961 
36/1 G-8/4 Islamabad. ,33.6999505,73.0581035,"Plot 6/1, G-8/4 G 8/4 G-8, Rawalpindi/Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",Rajput Welfare Organization. ,VSWA/ICT/193 Date 18.2.1993 VSWA Ordinance 1961 
"Basement #4, Block 4, Najam Market F-8/4, Islamabad 051-2852946 ",33.7146349,73.03348439999999,"Block 5, St 21, Madina Market F-8/2, F-8, ICT، F 8/2 F-8, Islamabad, Islamabad Capital Territory, Pakistan",RAYS ,VSWA/ICT/478 Date 29-11-2005 VSWA Ordinance 1961 
"H# 83, St; 111, Sector G-11/3,Islamabad. ",33.6739279,73.0034374,"Street 111, G-11/3 G 11/3 G-11, Islamabad, Islamabad Capital Territory, Pakistan",Resident Welfare Society. ,VSWA/ICT/467Date 9.3.2005 VSWA Ordinance 1961 
"Unit # 686, Upper Storey, Block-3, Aabpara Market, Islamabad. 0333- 5745107; 051-2826871 ",33.707011,73.0877455,"699 Khayaban-e-Suhrwardy, Barakahu G 6/1 G-6, Islamabad, Islamabad Capital Territory, Pakistan",Retail Fruit & Vegetable Shopkeepers Welfare Association ,VSWA/ICT/542Date 14-4-2009 VSWA Ordinance 1961 
"House No.19-D St. 58 G-6/4, Islamabad 051-810404 ",33.7137923,73.0906608,"Street 58, G-6/4 G 6/4 G-6, Islamabad, Islamabad Capital Territory, Pakistan",Retired Govt. Servant Welfare Association ,VSWA/ICT/180Date 16.12.1992 VSWA Ordinance 1961 
"Flat No.1, Street No.16, Javed Market, G-6 /2, Islamabad. ",33.6543433,72.8913352,"Street Number 16, E 16/3 Cabinet Division Employees CHS Cabinet Division Employees CHS, Islamabad, Islamabad Capital Territory, Pakistan",RIGHT ,VSWA/ICT/526Date 8/8/2008 VSWA Ordinance 1961 
Village Hardogher Humak Islamabad ,52.8873011,21.391082,"06-230 Różan, Poland",Rozan Welfare Association. ,VSWA/ICT/342Date 24.5.2001 VSWA Ordinance 1961 
"Mohallah Chaudrian, near Petrol Pump, Bharakau, Islamabad. ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Rural Area Dev. Organization(RADO) ,VSWA/ICT/418Date 13.9.2003 VSWA Ordinance 1961 
"RDF Center Mauve Area G-9/1, Islamabad. Ph:2260373/2251492 ",33.68201,73.0394209,"G-9 Mauve Area G-9, Islamabad, Islamabad Capital Territory, Pakistan",Rural Development Foundation of Pakistan. ,VSWA/ICT/63Date 2.8.1989 VSWA Ordinance 1961 
"8-A/B, Mezzanine Muzzafar Chamber, 82-West Blue Area Islamabad. ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Rural Initiative for Global Humanity through Systemization (RIGHTS) ,VSWA/ICT/411Date 14.5.2003 VSWA Ordinance 1961 
Tarlai Kalan Islamabad ,33.6423518,73.1511872,"Tarlai Kalan, Islamabad, Islamabad Capital Territory, Pakistan",Rural Social Welfare Society. ,VSWA/ICT/375Date 26.3.2002 VSWA Ordinance 1961 
H.No.18 Park Road F-8/2 Islamabad. ,33.7134591,73.0338865,"F-8/2 F 8/2 F-8, Islamabad, Islamabad Capital Territory, Pakistan",Rural Urban Overseas Pakistanis Education & Welfare Society ,VSWA/ICT/355Date 10.9.2001 VSWA Ordinance 1961 
"House No.577, Street No.10, Phase-I, Farash Town, Islamabad. ",33.648073,73.1873244,"Farash, Islamabad, Islamabad Capital Territory, Pakistan",Rural Welfare Society Islamabad ,VSWA/ICT/528Date 8/8/2008 VSWA Ordinance 1961 
"Flat No:1, Plot No:10, Jalil-III Plaza, I- 9 Markaz, Islamabad. ",33.6566613,73.0558388,"I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",S.G.E. Welfare Association. ,VSWA/ICT/462Date 27.1.2005 VSWA Ordinance 1961 
"Simly Dam Road, Athal Chow, Bharakau, Islamabad ",33.7299013,73.2266729,"Simly Dam Road, Athal, Islamabad, Islamabad Capital Territory, Pakistan",Sachal Sarmast Welfare Association ,VSWA/ICT/502Date 5/3/2007 VSWA Ordinance 1961 
"Village Frash Town, Islamabad. ",33.6481926,73.20281,"Frash Town, Islamabad, Islamabad Capital Territory, Pakistan",Sadqeen Welfare Society ,"VSWA/ICT/475Date 14.05.1988, VSWA Ordinance 1961 "
"H#.1, CTRL Labour Colony, H-9/4, Islamabad. ",33.6701775,73.0493825,"H 9/4 H-9, Islamabad, Islamabad Capital Territory, Pakistan",Saghri Welfare Society ,VSWA/ICT/421Date 10.10.2003 VSWA Ordinance 1961 
"#H block –20 D, G-8 Markaz, Islamabad. ",33.6989167,73.04822949999999,"Unit 1 Block No 20 D G-8 Markaz, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",SAHAR ,VSWA/ICT/436Date 21.2.2004 VSWA Ordinance 1961 
H.No.917 St.2 I-10/2 Islamabad. ,33.6498303,73.03019680000001,"I-10/2 I 10/2 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Sahara Women Welfare Society. ,VSWA/ICT/275Date 29.8.1997 VSWA Ordinance 1961 
"No.13 1st Floor Al-Babar Center F-8 Markaz, Islamabad. ",33.7123968,73.0373573,"Al-Babar Centre, Office 13, 1st Floor, Johar Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Sahil ,VSWA/ICT/270Date 12.4.1997 VSWA Ordinance 1961 
"1, Akbar Khan Town, Sitara Market, New Shakrial, Town, Islamabad. ",33.70487320000001,73.0693043,"G 7 Markaz G-7, Islamabad, Islamabad Capital Territory, Pakistan",Saiban Khawateen Welfare Society. ,VSWA/ICT/443Date 17.7.2004 VSWA Ordinance 1961 
Block 5-P Sitara Market G-7 Markaz Islamabad ,33.70487320000001,73.0693043,"G 7 Markaz G-7, Islamabad, Islamabad Capital Territory, Pakistan",Senior Citizen Foundation of Pakistan ,VSWA/ICT/19 Date 5.2.1987 VSWA Ordinance 1961 
"Suit No.5-B, 111 One Plaza Blue Area, Islamabad. ",33.6012945,73.208834,"Blue Area W, Gulberg Residencia Islamabad, Islamabad Capital Territory, Pakistan",Shaheeno’s Green Land ,VSWA/ICT/374Date 18.3.2002 VSWA Ordinance 1961 
House No.3 St.1 Nai Abadi B.Kau Islamabad ,33.7410893,73.0816193,"3 Street 1, F-6/3 F 6/3 F-6, Islamabad, Islamabad Capital Territory, Pakistan",Shama Welfare Center ,VSWA/ICT/388Date 21.8.2002 VSWA Ordinance 1961 
"Mezzanine NHSP Plaza, 83-S Blue Area, Islamabad 051-2254186; 0320- 490790 ",33.715733,73.0688706,"NHSP Plaza AK Fazal-ul-Haq Rd, Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Shaoor ,VSWA/ICT/382 Date 01.06.2002 VSWA Ordinance 1961 
"Shop No.13 Sector G-6/1-3, Islamabad ",33.7131561,73.0847979,"G-6, Islamabad, Islamabad Capital Territory, Pakistan",Shop Keepers Association. ,VSWA/ICT/266Date 23.12.1996 VSWA Ordinance 1961 
"19, Atta Turk Avenue, G-5/1, Islamabad Ph:289253 ",33.7167908,73.1010282,"G-5/1 G-5, Islamabad, Islamabad Capital Territory, Pakistan",Sir Syed Memorial Society. ,VSWA/ICT/72Date 14.11.1989 VSWA Ordinance 1961 
"#.21, 1ST floor, Muhammadi Plaza, Blue Area, Islamabad. ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Social Alliance for Fundamental Rights and Education. (SAFE) ,VSWA/ICT/450Date 6.9.2004 VSWA Ordinance 1961 
"Flat No.10 Zahid Plaza,I-11 Markaz, Islamabad. ",33.646748,73.03756480000001,"Zahid Plaza, Korang Rd, I-10 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Social Coordination Council of Pakistan. ,VSWA/ICT/167 Date 10.8.1992 VSWA Ordinance 1961 
House No.291 Model Village Chakshahzad Park Road Islamabad.051-9235566; 0300- 5161256 ,33.6715556,73.146428,"Park Rd, Islamabad, Islamabad Capital Territory, Pakistan",Social Welfare Clinic ,VSWA/ICT/201 Date 10.7.1993 VSWA Ordinance 1961 
"No.27, St.No.16, Block-A, Sector O-9, Islamabad. ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Social Welfare Society. ,VSWA/ICT/510 Date 9/7/2007 VSWA Ordinance 1961 (COURT CASE) 
Al-Babar Center Park Road F-8 Markaz Islamabad. 051-2254933 ,33.7128988,73.03718839999999,"7 Park Rd, F-8 Markaz F 8 Markaz F-8, Islamabad, Islamabad Capital Territory, Pakistan","Society for the Advancement of Community, Health, Education & Training (SACHET) ",VSWA/ICT/306 Date 05.05.1999 VSWA Ordinance 1961 
14-D East Manzoor Plaza Fazal-e- Haq Road Blue Area Islamabad. ,33.778175,76.57617139999999,Jammu and Kashmir,Society for the Relief and Welfare of Occupied Jammu & Kashmir Refugees ,VSWA/ICT/143Date 26.12.1991 VSWA Ordinance 1961 
"Malpur Plaza, Simly Dam Road, Sary Chow, Phulgran, Bhara kahu, Islamabad. ",33.7379785,73.2041307,"Simly Dam Road, Phulgran, Islamabad, Islamabad Capital Territory, Pakistan",Society for Welfare Education and Transformation (SWET) ,VSWA/ICT/537Date 6/11/2008 VSWA Ordinance 1961 
"Plot No.13, Rafi Centre, Zero Point, G-7/1, Islamabad. ",33.6984058,73.0695952,"Street 28, G-7/1 G 7/1 G-7, Islamabad, Islamabad Capital Territory, Pakistan",South Asian Strategic Stability Institution (SASSI) ,VSWA/ICT/522Date 30-04-2008 VSWA Ordinance 1961 
"Kamal Atta Turik Avenue, G-5/2 Islamabad ",33.7294355,73.0859382,"2 Ataturk Ave, F-6/4 F 6/4 F-6, Islamabad, Islamabad Capital Territory, Pakistan","Staff Welfare Committee, Prime Minister Inspection Commission. ",VSWA/ICT/52 Date 23.1.1989 VSWA Ordinance 1961 
R Block Pak. Secretariate Islamabad. ,33.73609709999999,73.09235819999999,"Constitution Ave, Red Zone, Islamabad, Islamabad Capital Territory, Pakistan",Staff Welfare Society. ,VSWA/ICT/216Date 20.12.1993 VSWA Ordinance 1961 
"New Sohan, near Al-Saeed Jamia Mosque, Islamabad. ",33.6599409,73.0973396,"Sohan, Islamabad, Islamabad Capital Territory, Pakistan",Stephen Relief Organization ,VSWA/ICT/535Date 5/11/2008 VSWA Ordinance 1961 
"Main Murree Road, Bhara Kau, Islamabad. 051-2231207 ",33.7460296,73.19110440000001,"Murree Rd, Mohallah Chaudhrian Bhara Kahu, Kot Hathyal, Islamabad, Islamabad Capital Territory, Pakistan",Sunny Welfare Council ,"VSWA/ICT/490Date 17.06.2006, VSWA Ordinance 1961 "
"Office No.18, 64-W, Moscow Plaza, 3rd Floor, Blue Area, Islamabad. 0300-5312932 ",33.71208,73.06125,"Moscow Plaza, 64-E, Jinnah Ave, Block H, Blue Area, Islamabad, ICT, Pakistan",Swab ,VSWA/ICT/493Date 29-8-2006 VSWA Ordinance 1961 
Noor Pur Shahan Muslim Colony Bari Imam Islamabad. ,33.737029,73.1098806,"Muslim Colony Nurpur Shahan, Islamabad, Islamabad Capital Territory, Pakistan",Tahafaz Haqooq Khawateen Welfare Society. ,VSWA/ICT/296Date 7.1.1999 VSWA Ordinance 1961 
Shop No.1 Block 3-D G-7 Markaz Islamabad. ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Tajar Welfare Association. ,VSWA/ICT/316Date 30.10.1999 VSWA Ordinance 1961 
H.No.15 St.15 F-8/3 Islamabad. ,33.7166373,73.0420036,"F-8/3 F 8/3 F-8, Islamabad, Islamabad Capital Territory, Pakistan",Tameer-e-Millat Foundation. ,VSWA/ICT/312Date 19.10.1999 VSWA Ordinance 1961 
"Near PSO Petrol Pump, Murree Road Bhara kahu, Islamabad. ",33.7373874,73.1746256,"Bhara Kahu, Kot Hathyal, Islamabad, Islamabad Capital Territory, Pakistan",Tanzeem-e-Falah-e-Insaniat. ,VSWA/ICT/178Date 2.12.1992 VSWA Ordinance 1961 
"70-W Al-Malik Center Blue Area, Islamabad Ph: 2762-37-38 ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Tanzeem-ul-Awan Pakistan ,VSWA/ICT/7 Date 12.2.1986 VSWA Ordinance 1961 
"Mango Town Grid Station Road, Bharakau Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Tayyub Welfare Society ,VSWA/ICT/341Date 14.4.2001 VSWA Ordinance 1961 
"Near F-G. Boys High School, Tarlai, Islamabad. ",33.6910643,73.1158847,"Rawal Dam Rd, Rawal Dam Colony Islamabad, Islamabad Capital Territory, Pakistan",The Castle of Ease ,VSWA/ICT/457Date 6.12.2004 VSWA Ordinance 1961 
"Main Sohan Road, Catalyst Building Sohan Village, Islamabad. 0333- 5156483 ",33.6602568,73.0974024,"Sohan Rd, Islamabad, Islamabad Capital Territory, Pakistan",The Catalyst ,"VSWA/ICT/471 Date 11.06.2005, VSWA Ordinance 1961 "
"Flat No:12-A, Block-12-C, F-7 Markaz, Jinnah Supper, Islamabad. ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",The Tulip Welfare Society. ,VSWA/ICT/423Date 24.10.2003 VSWA Ordinance 1961 
Near Darbar Chan Pir Badshah Pindorian Link Road Khanna Dak Islamabad. ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Tullo Foundation ,VSWA/ICT/399Date 10.9.2002 VSWA Ordinance 1961 
"PEC Building, Ataturk Avenue, G-5/2, Islamabad. 051-4432517 ",33.7240072,73.09307609999999,"Ataturk Avenue، G-5, Islamabad, Islamabad Capital Territory, Pakistan",Al-Noor Welfare Foundation ,"VSWA/ICT/271, Date 15.5.1997, VSWA Ordinance 1961 "
Wholesale Fruit Market I-11 Islamabad 051-4445798 ,33.6374678,73.0288393,"I-11/4 I 11/4 I-11, Islamabad, Islamabad Capital Territory, Pakistan",Flahi Anjuman Wholesale Fruit Merchant. ,"VSWA/ICT/137, Date 26.11.1991 VSWA Ordinance 1961 "
Kot Hathial Shumali B.Kau Ibd. ,33.74618,73.17463,ICT، Pakistan,Human Welfare & Development Society ,"VSWA/ICT/256, Date 10.04.1996, VSWA Ordinance 1961 "
"Office No.9, Top Floor, Food Market, Near Al-Habib Masjid G-7/3-2, Ibd ",33.7126477,73.0715178,"G-7/3 G 7/3 G-7, Islamabad, Islamabad Capital Territory, Pakistan",National Youth Welfare Association. ,VSWA/ICT/134 Date 11.11.1991 VSWA Ordinance 1961 
H.No.7 St. 50 F-8/4 Islamabad. ,33.708912,73.0449551,"F-8/4 F 8/4 F-8, Islamabad, Islamabad Capital Territory, Pakistan",Parent Teachers Association of F.G. Special Education School for Mentally Retarbed Phase-I Ibne-Seena Academy ,VSWA/ICT/37Date 17.10.1988 VSWA Ordinance 1961 
"H.No.25 St.56, F-6/4, Islamabad Ph:822980 ",33.7278746,73.0833224,"F-6/4 F 6/4 F-6, Islamabad, Islamabad Capital Territory, Pakistan",Rural Environmental & Afforestation Development Society of Pakistan (READS) ,VSWA/ICT/196Date 7.3.1993 VSWA Ordinance 1961 
"Ibd Stock Exchange Building, 101-E, Fazal-e-Haq Road, Blue Area, Ibd. ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",SAF ,VSWA/ICT/496Date 9/12/2006 VSWA Ordinance 1961 
No.2-B Junaid Plaza Jinah Avenue Blue Area Islamabad. ,33.71193360000001,73.0611708,"Junaid Plaza, Jinnah Ave, Block H, Blue Area, G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Saviour Welfare Organization. ,VSWA/ICT/370Date 28.2.2002 VSWA Ordinance 1961 
